@RELATION	testSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Politics,585402449764216832,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Politics,585401732680839168,'farage welcomes blair intervention on the #europeanunion #ukip'
Economy,585401688082751488,'european central bank supervisory board code of conduct published in official journal  - by @shearmangreen'
Economy,585401103958806528,'fracking scorecard: shale gas in retreat in the european union'
Social,585400489954693120,'a host of presentations to access from the european innovation partnership on active and healthy #ageing summit. see'
Politics,585400176849879040,'no more secret courts in the uk!sign to support#ge15 #ge2015 #generalelection #labour #tories #libdems #greens'
Social,585399546517291008,'a european health union? @bmeuhealth on the statement by @v_andriukaitis  @europedecides #eulaw'
Social,585398839487500288,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585398800971390976,'@recretivo voting ukip is not a vote on the european union - clearly youre logically impaired. you lack any remote trace of intelligence.'
Social,585398710227505152,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Social,585398587971874816,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Politics,585398299852722176,'" #british exist from the #eu would be damaging for the north east says new report" #brexit...'
Politics,585398176158502912,'european union: dillon eustace discuss the eu consultation on the prospectus directive'
Social,585398105165660161,'ever closer union?: an introduction to the european community 1994 by 155587357x'
Politics,585398091743891456,'@recretivo most people in this nation have never had a vote on the european union - disgusting that they can give them powers & refuse.'
Social,585397801569386496,'the dhkp-c is considered a terrorist group by turkey the european union and the us. #europeanunion'
Social,585397800776663040,'the dhkp-c is considered a terrorist group by turkey the european union and the us. #europeanunion'
Social,585397395049046016,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Social,585397235862663168,'ever closer union?: an introduction to the european community 1994 by 155587357x'
Politics,585396790503038976,'illustration evidencing main parties manipulative contemptfarage welcomes blair intervention on the european union'
Politics,585396656121651200,'does the european union have a future?  #europeanunion #eu #eurozone'
Social,585395902619131904,'@binshafi in addition a solid majority of greek people favors staying inside the european union fearing the consequences of a "grexit".'
Politics,585395851322912768,'european union law:documents 1999 by emmert frank 9041113126'
Politics,585395733546668032,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585394592318681088,'eu looking into four countries treatment of banks deferred tax assets: brussels (reuters) - european union r...'
Politics,585394476077682688,'tony blair criticises #davidcameron over #eu: leaving european union will cause great harm #brexit'
Social,585394470872571904,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Social,585394393688977411,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Social,585394314483732481,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Politics,585393818003976192,'tony blair should shut up. we deserve a referendum on the european union. they have way too much say on us & we give them too much cash.'
Economy,585393795560304640,'a massive fuck you to bskyb! may the european union single digital market destroy your business model.'
Economy,585393513493180416,'greece brightens brazil darkens: the tale of two economies shows how greece gains from the european union as ...'
Social,585393147963813888,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Social,585392986390933505,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Social,585392951511003136,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585392779368488961,'"farage welcomes blair intervention on the european union".'
Politics,585392378531414016,'farage welcomes blair intervention on the european union'
Politics,585392323191791616,'farage welcomes blair intervention on the european union'
Politics,585392063715401729,'farage welcomes blair intervention on the european union'
Social,585391716116656128,'on #worldhealthday : food safety essential for #health and #development   with @v_andriukaitis'
Politics,585391040259088384,'british exit from the eu would be damaging for north east england says new report'
Social,585390892011356160,'today is #worldhealthday! check out the article by commissioners @mimicaeu & @v_andriukaitis on #foodsafety:  #eyd2015'
Social,585390594333212673,'edsu - european deaf students unionour board member pere had a succesful meeting with the president of eg...'
Social,585389219058688000,'european union commends jonathan – calls him ‘a shining example for world leaders’'
Politics,585389141413732354,'@britinfluence scotland isnt a member of the european union.'
Politics,585388828401115137,'what if scotland left the european union?'
Economy,585388555607900160,'why do labour love the european union?its about capitalism liberal trade elites and banks that punish people.wake up lefties.'
Social,585388264288321536,'a referendum on the european union is not about a brexit as much as it is about democracy and the will of the people of this country.'
Economy,585387819322847232,'the european union is under increasing pressure to curtail its anticompetitive subsidies to farmers.[900034]'
Social,585387240492290048,'@flash14j @therealpolina headline: european union shuts off the electricity in greece. varoufakis "be cool baby everythings cool."'
Technology,585386992084590592,'egmont paper: time to think about a european union operated airlift capability? 4p'
Social,585386616270823424,'rt food_eu: cssr. v_andriukaitis & cssr. mimicaeu highlight the importance of food safety for eyd2015 on #worldhea…'
Politics,585385237397561345,'farage welcomes blair intervention on the european union'
Social,585384763713806336,'from speaking with alf i have decided that it would be best to focus on europe empire-wise. the european union is a good step to victory.'
Social,585384309885947905,'cssr. @v_andriukaitis & cssr. @mimicaeu highlight the importance of food safety for @eyd2015 on #worldhealthday -'
Economy,585384081426362368,'european central bank supervisory board code of conduct published in official journal  - by @shearmangreen'
Social,585383949708460032,'.@dragonsrugby eye "carefree" european challenge cup semi-final at @edinburghrugby. more:'
Politics,585383836416114690,'rt @bne_group: #scotland leaving the #eu would be complete madness warns scottish business lobby  #brexit'
Social,585383758938779649,'letter: life in the european union is not ideal but we are better together -'
Technology,585383666534260736,'european geosciences union meeting: press conference schedule and press conferences live stream'
Economy,585383045538021376,'an #eu-#china bilateral investment #treaty signed in 2016?'
Economy,585382789932949504,'surging #chinese #investment in #europeanunion union set to continue'
Politics,585382477377712129,'farage welcomes blair intervention on the european union'
Social,585382410474430464,'every vaper needs to sign and share plz'
Politics,585382304626958336,'@mrharrycole @oflynnmep and thinks we can leave europe..... i think he means european union'
Technology,585382273207443456,'"how safe? – the future of the us-eu safe harbor"   #technology #feedly'
Social,585382234380754944,'the european unions nobel prize for peace awarded in 2012. housed at the parliaments parliamentorium'
Politics,585382130366185472,'@tonyblairoffice to exit european union not europe learn what your on about @thomasevansukip @2tweetaboutit @ukip_voter @suzanneevans1'
Politics,585381983255158784,'farage welcomes blair intervention on the european union'
Politics,585381576999067648,'common gas buying: studies cannot supplant unions legislative & executive powers  #energyunion'
Politics,585381543385899008,'we want to leave european union @tonyblairoffice not europe learn what your speaking about before trying to save your party #ukip'
Politics,585381203538239488,'european union was born out of war but today its ratonale is not peace but power and it grows ever strongertony blair just said that.'
Economy,585381184932282368,'more profits for the private central bankers...'
Economy,585381151080058880,'if ceding sovereignty to the european union is bad why is ceding sovereignty to large multi-nationals/ global finance good/fine?'
Politics,585380170749607936,'excellent speech from tony blair on the folly of leaving the european union. cooperation and partnership over isolation.'
Social,585379983306137603,'council of the european union: ban the sale of shark fins'
Social,585379827131277312,'european union - if people dont get out now they will have to unite and become united states of europe all governed by germany!'
Economy,585379731220131842,'lol rt @affricanfacts: in 1994 eritrea rejected an us$80 million aid offer from the european union (eu). @kidaneaida @mes411 @esayasisaak'
Politics,585379642456072192,'@tonyblairoffice we cant leave europe you fucking idiot but we can leave the european union  your fucking off your cracker'
Economy,585379056532750336,'what can help european #smes & #startups to access finance more easily? we need your ideas  #capitalmarketsunion'
Politics,585378950639198210,'farage welcomes blair intervention on the european union'
Politics,585378702206312448,'stop spreading myths &desinformatiom tony blair. european union is not europe. @tonyblairoffice'
Politics,585378513458462720,'does the #europeanunion have a future?via @shoutout_uk'
Technology,585378421628350464,'european geosciences union (egu) meeting: press conferences live stream on-site registration'
Politics,585378421129097217,'farage welcomes blair intervention on the european union'
Social,585378346797629440,'#shropshirestar + | letter: life in the european union is not ideal but we are better together: in last year...'
Politics,585378173954695168,'tony blair to attack david cameron over european union'
Politics,585378064042983425,'farage welcomes blair intervention on the european union'
Politics,585378047630520320,'eadi: what future for the european union - stagnation and polarisation or new foundations? presentation of the...'
Social,585378039401418752,'citizenship in the eu by property investment - in cyprus. interesting article.   #citizenshipbyinvestment #cyprus'
Economy,585377888377118720,'@holbornlolz @richh1337 ..and as far as i know we joined not even the european union but the common market; the lies never leave him'
Politics,585377616703655936,'whatever tony blair says i believe that there should be a referendum on membership of the european union. let the british people decide.'
Politics,585377285223669762,'the left constantly refer to europe and the european union as the same thing. they are not and your veil of deceit is beginning to lift.'
Politics,585377212775411712,'tony blair says ed miliband showed real leadership by refusing to back a referendum on the european union #ge2015'
Politics,585377127995990017,'farage welcomes blair intervention on the european union  #thefaceofukip'
Politics,585376981262462976,'here is some background information about the european union.'
Politics,585376939109670913,'we arent planning to leave europe you idiot were planning to leave the undemocratic european union.'
Social,585376576612782080,'is it your 1st time attending #egu15? everything you need to know is provided in this handy guide on the #egublogs:'
Politics,585376196566904832,'tony blairs perpetual tan is an inspiration to me. also he is totally right on the european union whatever you think about him.'
Politics,585374146189627392,'farage welcomes blair intervention on the european union #voteukip'
Politics,585373813006819328,'scotland leaving the #eu would be complete madness warns scottish business lobby'
Social,585373642441228288,'the persistence of educational attainment in europe: all countries of the european union are…'
Politics,585373337217540096,'greece must say to the european union “we are even” | the stringer'
Politics,585373022267297793,'say no to the european union - vote ukip'
Politics,585372958807449600,'farage welcomes blair intervention on the european union'
Politics,585372915673108480,'greece must say to the european union “we are even” | the stringer  #syriza #austerity #europeanunion #euro'
Social,585371328070430722,'a few words about how collaborative and participatory @sahwaproject is: via @eyd2015 #youth'
Politics,585371270738534400,'farage welcomes blair intervention on the european union'
Politics,585370899882369024,'farage welcomes blair intervention on the european union'
Politics,585370246980247553,'@ukip leader @nigel_farage welcomes tony blairs intervention on the european union  #believeinbritain #voteukip'
Economy,585369556132200448,'@laurastevenswsj how will the the european union regulators see this bid differently?'
Economy,585369273121562624,'european monetary union producer price index (yoy) came in at -2.8% above expectations (-3%) in february: .'
Economy,585369112743915520,'european monetary union producer price index (mom) registered at 0.5% above expectations (0.2%) in february: .'
Social,585368936021159936,'rt @fp7frame: new study on ‘human rights indicators in the context of the european union’:  #humanrights #eu'
Politics,585368832807718912,'prime minister david camerons plan to hold a european union membership referendum if he is re-elected next month...'
Economy,585368648581275648,'european monetary union producer price index (yoy) came in at -2.8% above expectations (-3%) in february  #myricht…'
Economy,585368646647689216,'european monetary union producer price index (mom) registered at 0.5% above expectations (0.2%) in february  #myric…'
Economy,585368638074531841,'european monetary union producer price index (yoy) came in at -2.8% above expectations (-3%) in february  #forex v…'
Economy,585368636149391360,'european monetary union producer price index (mom) registered at 0.5% above expectations (0.2%) in february  #forex…'
Economy,585368613764386816,'european monetary union producer price index (yoy) came in at -2.8% above expectations (-3%) in february …'
Economy,585368611814039552,'european monetary union producer price index (mom) registered at 0.5% above expectations (0.2%) in february …'
Economy,585368605900066816,'european monetary union producer price index (mom) registered at 0.5% above expectations (0.2%) in february  #fx #t…'
Economy,585368573599678464,'european monetary union producer price index (yoy) came in at -2.8% above expectations (-3%) in february  #forex …'
Economy,585368571187986432,'european monetary union producer price index (mom) registered at 0.5% above expectations (0.2%) in february  #forex…'
Economy,585368553685065729,'? european parliament credit union interest group - spring meeting 2015 on 16 apr 2015  eu'
Politics,585367210652262400,'@lanraay does the #eu have a future?'
Politics,585367160073146369,'@markcatlin4 does the #eu have a future?'
Politics,585367117228351488,'@lauramclarty does the #eu have a future?'
Politics,585367012957954048,'does the #eu have a future?  @inspired__youth'
Politics,585366996176523264,'does the #eu have a future?  @youthmediaa'
Politics,585366981735489536,'does the #eu have a future?  @youthupf'
Politics,585366942955008000,'does the #eu have a future?  @europarl_en  @eu14 @european_future @euhour'
Politics,585366880677978113,'does the #eu have a future?  @eujobsmarket'
Social,585366733525012480,'#euromesco recommends: the #eu towards a positive role to achieve #justice in the #arabworld _by @hebamkhalil #afa'
Economy,585366705473327104,'#eur european monetary union producer price index (mom) (feb) - a: 0.5% / c: 0.2% / p: -1.1% - @nextfxio'
Economy,585366699240591360,'#eur european monetary union producer price index (yoy) (feb) - a: -2.8% / c: -3.0% / p: -3.4% - @nextfxio'
Economy,585366530789085184,'up to date news from the european union eu parliament eu matters and eu entrepreneurship:  /via analyticus'
Politics,585366371632054273,'“do we really think this is the time in which to put into play our very membership of the european union the...'
Politics,585366004420648961,'does the european union have a future? | shout out ukshout out uk'
Politics,585365209130409984,'does the eu have a future?'
Social,585363874616049664,'#letter: life in the european union is not ideal but we are better together'
Social,585363874305671168,'#letter: life in the european union is not ideal but we are better together'
Economy,585362478952943617,'#european monetary union markit services pmi below expectations (54.3) in march: actual (54.2) #blogtool'
Economy,585361703392694272,'european monetary union sentix investor confidence below expectations (20.3) in april: actual (20):  via @fxstreetnews'
Politics,585361446533525505,'member of eu parliament calls european union a nazi plan'
Social,585361235773935617,'its well documented - takeover is a nazi plan'
Economy,585361037379182592,'european monetary union sentix investor confidence below expectations (20.3) in april: actual (20) …'
Economy,585361029875523584,'european monetary union sentix investor confidence below expectations (20.3) in april: actual (20)  #fx #trading'
Economy,585361023655403520,'european monetary union sentix investor confidence below expectations (20.3) in april: actual (20)  #forex #forext…'
Economy,585361002113413121,'european monetary union sentix investor confidence below expectations (20.3) in april: actual (20)  #myrichtraders …'
Social,585359954216951809,'union: outsourcing and social dumping at #cargolux continues -'
Social,585359511659118592,'#worldhealthday: what obstacles do irregular #migrants face in accessing healthcare in #eu'
Politics,585359479253901312,'slovakia is a member of the european union nato oecd wto and other international organizations.'
Politics,585358677764354048,'ukip britain outside the european union would look like'
Politics,585357864530653184,'#politics tony blair to assail cameron over eu referendum: … ;s plan to hold a european union membership refer...'
Politics,585357730778652672,'mumbai: the european union (eu) has announced strict new rules on demolition of old vessels which appear set to...'
Politics,585357380164067328,'turkeys accession to the european union: political and economic challenges -'
Economy,585356864247857152,'#european monetary union markit services pmi below expectations (54.3) in march: actual (54.2) #googleseo'
Social,585356740931227648,'re-reading prescient @shaunwalker7 @guardian piece from sep 2013. glazyev took @poroshenkos humiliation personally.'
Economy,585356531320942593,'south china morning post: surging chinese investment in eu set to continue; zitate v. baker-partner thomas gilles'
Technology,585356405814796288,'@efsa scientists: no evidence that @ebolavirus can be transmitted through food in the european union. #foodsafety'
Social,585355644678627328,'on #worldhealthday fra findings show irrregular #migrants in eu often unable to access minimum #healthcare services'
Social,585355405577990144,'@_jojj_ european union this shit is impossible'
Politics,585354179243290624,'poll: do you think the uk should leave the european union? - the publics opinion is clear however #labour contempt for brit. ppl is v high!'
Economy,585353890717163520,'european monetary union markit services pmi below expectations (54.3) in march: actual (54.2):  via @fxstreetnews'
Social,585353624215232512,'7 april is #worldhealthday and the health priority chosen for 2015 is #foodsafety. how does the european union...'
Economy,585353497077506048,'european monetary union markit services pmi below expectations (54.3) in march: actual (54.2)  #forex #forextrading'
Economy,585353490773499905,'european monetary union markit services pmi below expectations (54.3) in march: actual (54.2)  #myrichtraders #rich…'
Economy,585353474717720576,'european monetary union markit services pmi below expectations (54.3) in march: actual (54.2)  #forex via fxstreet'
Economy,585353463120457728,'european monetary union markit services pmi below expectations (54.3) in march: actual (54.2) …'
Economy,585353454765400064,'european monetary union markit services pmi below expectations (54.3) in march: actual (54.2)  #fx #trading'
Social,585352306205528064,'quote. but the photo is treading on mr toad territory.'
Politics,585352109446397952,'does the european union have a future?  #europeanunion #eu #eurozone'
Economy,585351987497144320,'european monetary union markit services pmi below expectations (54.3) in march: actual (54.2)'
Economy,585351907343863808,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Social,585351830495977472,'on #worldhealthday fra findings show irrregular #migrants in #eu often unable to access minimum #healthcare services'
Economy,585351570490961920,'#eur european monetary union markit services pmi (mar) - a: 54.2 / c: 54.3 / p: 53.7 - @nextfxio'
Politics,585351432796250113,'british exit from european union would be damaging for north east'
Politics,585350009329156096,'"having a referendum on the european union would cause instability" general elections can cause instability shall we stop having those?'
Social,585349603920375808,'eu migration alert :   italian coastguard and navy rescue 1500 migrants in less than 24 hours via @mvdbroeck'
Social,585349201292165121,'isiekwe helps england to third place in european championship  #stalbans #harpenden'
Politics,585348328151502849,'just because you support a referendum on the european union it doesnt mean you support leaving the european union.'
Politics,585348080939225088,'how is it "real leadership" to deny the british people a vote on the european union? surely they deserve a voice tony blair?'
Social,585347741129252865,'rt bingetube: ;: leicester city vs manchester... ; #highlights #leagu…'
Social,585345083261718528,': leicester city vs manchester...  #highlights #league #leicester #manchester #premier #united'
Technology,585344301485264896,'european union prepares to file antitrust lawsuit against google'
Politics,585344259424780289,'london (reuters) - british prime minister david camerons plan to hold a european union membership referendum…  #fb'
Economy,585343404713893888,'the implications of a british withdrawal from the eu on scottish business explored here #brexit  via @heraldscotland'
Politics,585342127942586368,'british exit from the eu would be damaging for the north east says new report'
Economy,585342088922796032,'india recently overtook the european union with production reaching over 132.4m tonnes in 2014.'
Social,585341557253021696,'an ebola survivor turns to help his community recover in guinea. the inspiring story of papus:'
Technology,585341201458601984,'#ema: eu medicines agencies network strategy to 2020 working together to improve #health  #regulatory #drugdevelopment'
Politics,585338002857164800,'"it is fundamental that we maintain our membership of the european union" labours @chukaumunna tells @st_business debate'
Technology,585337685348352000,'european union prepares to file antitrust lawsuit against google #technova'
Social,585337576560713728,'- marcelo bosch’s kick that sent saracens into the european champions cup? semi-finals.'
Social,585335410781462528,'cordis - eu research projects under horizon 2020 (2014- ) - datasets | european... | @scoopit via @xsocialmedialab'
Politics,585334983729913856,'european union - #eeas (european external action service) | the delegation of the european union to egypt offers...'
Politics,585332481991254016,'european union - #eeas (european external action service) | the delegation of the european union to egypt offers three internships...'
Politics,585331098051305473,'mt @kevanjonesmp:british exit from the eu would be damaging for north east says new report  <says pro-eu thinktank'
Politics,585330722900205568,'british exit from the eu would be damaging for the north east says new report'
Politics,585330619787317248,'bilderberger group – new world order – european union: for the new world order a world government is just the...'
Technology,585327929011396608,'the european union (eu) is expected to rule on whethergenetically modified cut flowers will be imported into the europe region.'
Politics,585326647827660800,'president robert mugabe of zimbabwe travelled to european countries legally even when he was placed on a travel ban by eu (european union).'
Economy,585326125154308096,'european union and marketing for learning - via @mkmzmagazine...'
Social,585325989615534080,'@paulbranditv @eu_buster be sure to ask him just how much he and his friends have been paid by the european union wont you?'
Politics,585323616125915136,'times topic: vladimir putin: and in february mr. putin visited hungary the european union’s autocratic backs...'
Politics,585323330183368704,'british exit from european union would be damaging for north east according to new report'
Economy,585321237855002624,'update: news from the eu parliament european union eu affairs and eu entrepreneurship:  /via analyticus'
Economy,585320078259851265,'#09/24/2017 revelation 12 european economic union see why in book  buy book prepare'
Politics,585318532252053504,'british exit from the eu would be damaging for the north east says new report'
Politics,585316907110309888,'what if scotland left the european union? | herald scotland  via @heraldscotland'
Politics,585316617925431296,'british exit from european union would be damaging for north east according to new report'
Politics,585316549730381824,'council of the european union: stop ecig ban  via @change'
Politics,585313816222785536,'in other news russia is creating a eurasian union to combat the european union. who else is stoked for wwiii?'
Politics,585310777789157377,'times topic: vladimir putin: and in february mr. putin visited hungary the european union’s autocratic backs...'
Social,585306726246658048,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585304259198988289,'the european union is under increasing pressure to curtail its anticompetitive subsidies to farmers.[900034]'
Social,585301485447024640,'this is in the centre of city i live in. we are officially part of the european union.'
Politics,585299903477342208,'actions & communications ‘summer #intern’ at union of european federalists (uef) in #brussels -'
Economy,585299722706948096,'@rupasubramanya rajan would make a great choice as imf chief. and there is every reason to believe european union will support his name.'
Social,585298472699437056,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Social,585298215169167360,'#france mont blanc: the highest mountain in the alps western europe and the european union. it rises 4810.45 m…'
Technology,585292710107553792,'find out about the gec/carc thematic research prog on the european union in crisis management: mediation capabilities'
Economy,585291064057208832,'surging #china investment in european union set to continue  via @scmp_news'
Social,585290169114198016,'flight ban: european union to decide fate of national airlines in june'
Politics,585289109796585473,'britain and the european union: the brexit dilemma - opportunistic britain -  via @theeconomist'
Social,585288257920835586,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585287899257536513,'proud to be part of the european union web-cosi social entrepreneurship survey group seeking to improve the data for social entrepreneurs.'
Economy,585287488819847168,'surging chinese investment in european union set to continue  via @scmp_news'
Social,585282771062513664,': manchester united top 10 teamplay goals 2012/13 (hd)  #goals #manchester #teamplay #united'
Economy,585282015823437824,'with europe weak china takes advantage: surging chinese investment in european union set to continue  via @scmp_news'
Economy,585280636648235010,'#chinese investment in the #eu up 31% on last year. where can your #business collaborate with an international #asia?'
Politics,585279439048540160,'times topic: vladimir putin: and in february mr. putin visited hungary the european union’s autocratic backs...'
Economy,585276213318578176,'up to date news from the eu parliament european union eu matters and eu entrepreneurship:  /via analyticus'
Social,585273756664393728,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585271872863936512,'a nuclear deal may lead iran to contribute to the european unions southern gas corridor.'
Politics,585268749986562049,'the african union mugabe and the european union'
Social,585267458979659776,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Politics,585267195267129345,'conservative lord lawson says britain should stop clutching on to the eu   - used to be great britain pre - eu'
Social,585266988659933184,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Social,585265596432048128,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585265056885116929,'council of the european union united nations the hague: investigation into illegal secret civil h...  via @ukchange'
Social,585263274884608001,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Social,585261801442570240,'the european union daily news  is out!  stories via @anketruijen @mafaldra @yorchdu'
Social,585261607002869760,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Social,585260455171661824,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585258426734903296,'access investments-european union- romania: germans must be mind-numbingly slow on the uptake ...'
Social,585258128809295872,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Politics,585256272825622528,'thinking about dedicating my life to politics. #paeu #party #against #european #union'
Politics,585254798468882433,'british nazi wearing balaclava fails to burn eu flag. the european union is corrupt to the core.'
Politics,585254594151780352,'british nazi wearing balaclava fails to burn eu flag. the european union is corrupt to the core.'
Social,585253774693900288,'and childrens nurseries within the boundaries of the european union.'
Social,585250228728500225,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160 .'
Economy,585249331801755648,'south china morning post (subscription)surging chinese investment in european union set to continuesouth china...'
Economy,585247636740911105,'surging chinese investment in european union set to continue - south china morning post (subscription)'
Politics,585242740625137666,'forged in crises'
Economy,585242253376913408,'surging chinese investment in european union set to continue - south china morning post (subscription): south ...'
Social,585242058899779584,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Politics,585239815098073088,'the states of the european union by the european party affiliations of their leaders as of 4 april 2015'
Politics,585239248888029185,'jonathan holds meeting with european union observers; hailed as a hero for conceding election defeat'
Economy,585238847920930816,'i truly do not care for the economic structure of the european union why did i think this course was a good idea'
Politics,585238097006321664,'british exit from european union would be damaging for north east according to new report'
Politics,585238020565020673,'#foreignpolicy for liberals obamas iran deal is everything: european union high representative fo...  #fp #world'
Social,585236065558007808,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160 .'
Economy,585235150902034432,'despite euro zone troubles chinese investment in european union looks set to continue'
Politics,585233638847094787,'iran european union suggest announcement on nuclear understanding is near'
Economy,585233620488605696,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Economy,585233543049125888,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Economy,585233016752050176,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Economy,585232712551817217,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Economy,585232423341920256,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Economy,585232398603984896,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Politics,585232389317591041,'bahan ini… – reading the treaty of the european union maastricht treaty 7th february 1992 by european union —'
Economy,585232230953394177,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Economy,585232215048589312,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Economy,585232078263996416,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Politics,585231648763043840,'@redrabbleroz @liamvhogan it interests me that a lot of european union confederations appear to work on the same principle or used to'
Social,585231601614856193,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585231522757771264,'rick porcellos contract is larger than the gdp of four members of the european union'
Politics,585231229898883073,'@athigginsnyt "hungary the european union’s autocratic backslider" u can lie anything but we laugh @ u & your masters. u all lost. the end'
Economy,585231134767845376,'blair warns of tory ‘risk’ to business - former premier to underline dangers of british exit from european union'
Politics,585230991297351681,'[:en]fight the european union! unite the european working class to defeat it[:]'
Politics,585230941192192001,'[:en]fight the european union! unite the european working class to defeat it[:]'
Economy,585230600933662720,'update: news from the eu parliament european union eu matters and eu employment:  /collected via analyticus'
Economy,585228379068080128,'the european union is under increasing pressure to curtail its anticompetitive subsidies to farmers.[900034]'
Economy,585228344590868481,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Politics,585226793734578177,'forged in crises'
Social,585223603991539712,'2/2....of labour to realise that the european union does not guarantee the strong workers’ rights of tory fantasy. amen. @nickcohen4'
Politics,585222208064253953,'the eu debate  should britain stay in the european union? former diplomat sir stephen wall puts t...'
Economy,585221463256473600,'in 1994 eritrea rejected an us$80 million aid offer from the european union (eu).'
Economy,585220692230049793,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220690560688128,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220688589361153,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220686974619649,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220681438203904,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220674869821440,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220672818786304,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220666351165440,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Social,585220632733966336,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585220583182344192,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220405880758273,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220401329901569,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Economy,585220393868206080,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Social,585220202813661184,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585219558966829056,'blair warns of tory ‘risk’ to business: former premier to underline dangers of british exit from european union'
Politics,585219543347417089,'british pm david camerons legacy: potentially the man who led his country out of the european union @eubusiness'
Social,585218679606009856,'@watchingfreedom @sdv92 @darrellissa i ´ve suggested many times to studyanalyze the canadian system or some of the european  union nations.'
Economy,585218268887146496,'council of the european union: stop eu funding of eritrea’s repressive regime the root cause of refu...  via @change'
Economy,585217996567814144,'ireland is the fastest growing economy in the european union'
Social,585213268387569665,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Politics,585212159107457026,'i liked a @youtube video  the european union explained*'
Politics,585212002949279745,'@wired i guess it is te same what eu try it with the european union roaming regulation'
