@RELATION	TestingSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Economy,583303709712457728,'noauster forg in crise forg in crisesthetrumpetcomth eurozon exitnow'
Social,583303008642932736,'keep babi seal protect sign petit'
Politics,583302605062955008,'tag daili out stori'
Politics,583302539061248000,'wow thank you deleg in jakarta excit offer internship in collabor'
Politics,583300893082279936,'more in defenc'
Politics,583392276736561153,'new post fast fact'
Politics,583391047583039488,'presid jonathan had close door meet member observ'
Politics,583390245762281472,'new fast fact link remov follow link remov'
Politics,583390005357187072,'presid jonathan had close door meet member observ group presid'
Politics,583340570661101569,'poll jonathan exampl world sai observ mission f nigeria comment'
Economy,583340381972107264,'scrap milk quota satisfi asian indian demand but some countri fear flood cheap milk listen'
Economy,583340218981441536,'new euro bank note gold foil eypo super nice gold goldbar'
Economy,583339658299342849,'reach tent cap foodbas biofuel sourc reach tent deal wedn'
Economy,583338939995422721,'loophol taxat overse fairer op margrethevestag mark new compan'
Economy,583338934421168128,'peruvian time loophol taxat overse fairer op margrethevestag'
Politics,583338812450832384,'leadership poll observ submit preliminari report jonathan observ'
Politics,583338811309957120,'leadershipnigeria poll observ submit preliminari report jonathan observ'
Politics,583338809103818752,'leadership jonathan concess defeat extraordinari exampl world elect'
Politics,583338080792260608,'commend jonathan save nigeria chao observ'
Politics,583337823652175872,'poll jonathan exampl world sai inspiredreport'
Politics,583337305437417472,'mqm deleg visit counterpart karachi pakistan'
Social,583337113124372482,'resourc limit reach'
Politics,583389358381637633,'fast fact januaryjun bulgaria julydecemb austria januaryjun romania'
Social,583356420013309952,'becaus valu right our victim shambol bollock in my opinion'
Politics,583356321606565888,'deputi pm condemn conserv rightw rant wind farm singl mother ldge'
Politics,583356136927178752,'poll jonathan exampl world sai observ mission nigeriarsquo'
Politics,583355341368356865,'it appear politician ethnic cleans nativ british peopl gather pace then time trough'
Politics,583354561949085696,'pledg billion euro in aid syria pledg billion euro in aid syria dure'
Politics,583354453752995840,'cuba thaw begin latam'
Politics,583354289847926785,'iceland which had appli becom part recent withdrew it request guess'
Technology,583354126920093696,'union push digit singl market nation law review'
Politics,583353414014341120,'some peopl dont see import commend jonathan save nigeria chao'
Economy,583352319523229696,'bsp refer exchang rate monetari euro eur euro valu'
Politics,583352141563088896,'jonathan exampl world observ mission nigeria'
Politics,583352122864889856,'easi jonathan exampl world observ mission n peasi'
Social,583389262592258048,'love multicultur loath fascist'
Politics,583388898857848832,'new mostrec fast fact'
Politics,583388420019326976,'greek bailout deal aprilend'
Politics,583388152976445440,'fast fact agre new round membership negoti'
Social,583387081679892481,'war in have alarm impact civilian said condemn attack hospit school home'
Politics,583385715532255232,'suggest imposit sanction israel settlement brussel press tv'
Social,583385706195644416,'thirdparti player ownership goe befor commiss uefa world player fifpro have ask'
Politics,583384815086489600,'splashnaija jonathan exampl world'
Technology,583383612847878144,'social media new new studi look facebook privaci practic in reveal'
Politics,583383439811813376,'pl presid jonathan had close door meet member obs endorsedamebor'
Politics,583383107404972032,'hellen republ consid itself proud indefeas member irrevoc member ez'
Economy,583382254572978176,'access investmentseuropean romania central bank set tighten no'
Economy,583381993259458561,'ban trade in product seal murder alreadi save more than on million babi seal x'
Politics,583381592174915584,'jonathan rare gem exampl world'
Economy,583381401866735616,'elimin quota in spark protest in mani countri'
Social,583381279023996930,'counter violent extrem in unit state univers pittsburgh'
Politics,583381181699395584,'gejismyhero commend jonathan save nigeria chao'
Politics,583381170886438912,'congratul presid jonathan accept defeat confess world didnt expect peac elect in nigeria'
Technology,583380994713104384,'in data protect consid fundament right'
Economy,583380645759430656,'pledg billion euro in aid syria christiantodai'
Technology,585344301485264896,'prepar file antitrust lawsuit googl'
Politics,583412655777517568,'fast fact new'
Politics,583408821206257664,'nice on malta law which goe beyond those it fellow member have pass allow'
Social,583408409602609152,'andsoitbegin'
Technology,583408354782879744,'ridehail compani sai franc spain broke law try ban it servic'
Politics,583408252118904832,'observ meet presid jonathan laud concess'
Technology,583408039736152064,'report union top antitrust author lai groundwork charg googl sourc sai minut ago'
Technology,583407778426818560,'report union top antitrust author lai groundwork charg googl sourc sai breakingnew'
Politics,585344259424780289,'london reuter british prime minist david cameron plan hold membership referendum fb'
Politics,585202805708824576,'mr putin visit hungari union autocrat backslid thi painfulli true'
Social,585202060603346945,'goal celebr celebr goal hotspur manchest roonei tottenham unit wayn'
Social,583433518484561920,'should check out my articl free speech about modernwarfar flashback gamer freespeech'
Economy,583426888950874112,'re instead sell russia franc sell mistral ship'
Economy,583425639811686400,'member state divid a abolish milk quota abolish milk quota after t'
Social,583424605110591488,'sai war in have alarm impact civilian'
Technology,583424441977307136,'get readi throw book googl go file antitrust charg'
Technology,583423163016617985,'uber taxi servic mobilephon app ask regul review complaint file ub'
Technology,583423138567970817,'get readi throw book googl go file antitrust charg again'
Technology,583422249811759104,'kca votejktid tomcatberjalan get readi throw book googl go file antitrust charg'
Technology,583422246024282113,'kca votejktid jeviv get readi throw book googl go file antitrust charg aga'
Politics,585200725791223810,'assist professor in field law fm fte'
Politics,583493156563357696,'term recent murder blogger attack free speech democraci call upon all stand unit'
Technology,583487676449484800,'whoa there goe goog reportedli take step file googl antitrust law'
Social,583487431011205120,'sai war in have alarm impact civilian decisivestorm'
Social,583486610907369473,'a result postwar migrat there now more than million muslim live in'
Social,583485930402619392,'rise fourth reich'
Social,583485526889467905,'uefa fight tpo commiss pari uefa intern player fifpro have lodg'
Economy,583482130077851648,'partner develop pacif coconut sector trade coconutpasifika'
Politics,583481568288702464,'nigeria commend jonathan save nigeria chao observ group'
Social,583479864805560320,'tool nwo have nearli outlaw right self defens fag'
Technology,583479632218849280,'technew aw get thumb up data privaci watchdog assort data pro'
Technology,583479322901663744,'search giant been engag in fiveyearold antitrust investig'
Politics,583479018084675585,'democraci come'
Economy,583477689069240320,'loophol taxat overse fairer margreth vestag compani should pai'
Politics,583477650162868224,'jonathan set exampl entir world'
Politics,583477399972671489,'jonathan set exampl entir world elect observ mission nige'
Technology,583476636739379200,'googl search giant been engag in fiveyearold antitrust investig'
Social,583520396810391552,'war have alarm impact civilian sai condemn attack hospit'
Politics,583519668205326336,'observ commend jonathan conced defeat'
Economy,583519106910986240,'face backlash it own support syriza deal spark angri demonstr'
Politics,583517508373614592,'pme naija observ commend jonathan conced defeat'
Politics,583516125704499200,'need uniti poroshenko'
Politics,583515403231436800,'observ commend jonathan conced defeat member observ group'
Technology,583513110180278273,'reportedli take step file googl antitrust law'
Politics,583512047385649153,'polici updat re digit singl market energi climat chang mwc'
Social,583510942169837568,'film festiv inaugur still more actress'
Economy,583509256256761856,'updat new parliament affair entrepreneurship analyticu'
Politics,583507279875612672,'thi go escal tension between un far right wing group'
Technology,585200580550856705,'prepar sue googl it want fight privaci'
Technology,585196243829268481,'top analyst discuss regulatori investig appl googlealert'
Economy,585196137524699136,'chines invest in look set continu googlealert'
Technology,585196133913354240,'geoscienc gener assembli visit booth see'
Social,583554705911111682,'eyd should focu razita struggl have access health servic myeyd'
Politics,585173973949816832,'us cash charm putin method target union weakest link good luck cypru'
Economy,583554615515488257,'up date new parliament matter entrepreneurship analyticu'
Economy,583554441841770496,'malta slip sixth lowest place in unemploy stake in'
Politics,583554251512750081,'diplomaci until dawn kerri zarif burn midnight oil unit state iran'
Social,583553660925403136,'your veri own bingo card tonight wai ge debat onlin version here'
Technology,583553083466092544,'europ antitrust case googl glanc been investig five year'
Politics,583553002084163584,'said govern author polit parti civil societi should stand'
Politics,583552961827250176,'somethingfortheweekend download brief energyunion euinvest ment plan'
Social,583552913538207744,'work you'
Politics,583552806470025216,'reform plan enough deal flag wave in front new truegreec'
Politics,583552716036669441,'diplomaci until dawn kerri zarif burn midnight oil unit state iran leader oladeil'
Politics,583552702803648512,'new diplomaci until dawn kerri zarif burn midnight oil unit state iran leader tu'
Social,583552006578647040,'work in'
Politics,583551554063597568,'financ minist simsekeven if turkei doesnt enter we like norwai switzerland'
Social,583550283671851008,'eyd stori week ebola survivor help commun recov in guinea'
Politics,583549713137401856,'unit state iran leader work deal limit iran nuclear'
Politics,583549654861619201,'jonathan hold meet observ hail a hero conced elect de ff gospelge'
Politics,583549641158864896,'itweetfe jonathan hold meet observ hail a hero conc ff'
Economy,583549565007220737,'saw launch veri first sibo in brussel home nato headquart tbt'
Politics,585194788405846016,'both nato it headquart in brusselsthat brussel known citi'
Social,585192243516071936,'do you agre oswald moslei fascist ye then you agre fascist if you support you fascist'
Social,585190550179028992,'in everyon in dont like each other until you tell in talk them stinki'
Economy,585190277217914880,'yeah econom commun in right polit'
Politics,585189990604353536,'wait bate breath apologis leav england off it map'
Economy,585189703827202051,'both ukip tori want damag northeast region economi leav better in than out'
Politics,585189648034615296,'sinc told thi too mani time im realli feel when im in first im in hehe'
Social,585188949406134276,'crazi nation on thing histori few more like thi part just us thi name it sinc my stinki'
Politics,585188406331703296,'netanyahu liber obama iran deal everyth high repres israel uhf'
Politics,585188353642995713,'final mr get stuck elect campaign tonyblair'
Politics,585187540539482113,'council equal vote right procedur all citizen in ep elect'
Politics,585186904469024770,'everi countri in best'
Politics,585183950391369728,'ye on countri aim join'
Social,585183539563470848,'latest world new associ footbal israel latest new uefa'
Politics,585182358233579523,'uw center excel we got swedenfriend euc upitt did you get'
Economy,585343404713893888,'implic british withdraw scottish busi explor here brexit'
Politics,585342127942586368,'british exit damag north east sai new report'
Economy,585342088922796032,'india recent overtook product reach m tonn in'
Social,585341557253021696,'ebola survivor turn help commun recov in guinea inspir stori papu'
Technology,585341201458601984,'ema medicin agenc network strategi work togeth improv health regulatori drugdevelop'
Politics,585338002857164800,'it fundament we maintain membership labour tell debat'
Technology,585337685348352000,'prepar file antitrust lawsuit googl technova'
Social,585337576560713728,'marcelo bosch kick sent saracen champion cup semifin'
Social,585335410781462528,'cordi research project under horizon dataset'
Politics,585334983729913856,'eea extern action servic deleg egypt offer'
Politics,585332481991254016,'eea extern action servic deleg egypt offer three internship'
Politics,585331098051305473,'mt exit damag north east sai new report sai proeu thinktank'
Politics,585330619787317248,'bilderberg group new world order new world order world govern just'
Technology,585327929011396608,'expect rule whethergenet modifi cut flower import region'
Politics,585326647827660800,'presid robert mugab zimbabw travel countri legal even when place travel ban'
Economy,585326125154308096,'market learn'
Social,585479027206578177,'agenc found issu german aviat regul'
Politics,585478707747368960,'follow toni blair comment referendum check out seri last year ge'
Politics,585478242150260736,'best fuck presid in entir fuck fuck you'
Politics,585477501767589888,'come soon bermanngoebeldaveyfox case materi law west publish th ed'
Social,585476917865930754,'tag daili out stori'
Politics,585476257099415552,'blair no real idea benefit be in like hayek said it poor experi'
Politics,585476085841797120,'doe have futur shout out ukshout out'
Politics,585475500543451137,'british exit damag north east accord new report'
Politics,585474942810136576,'should stai in sai obama admin see british engag in b in american interest uky sir'
Politics,585474820751683584,'polit toryhypocrisi winston churchil great prime minist vision unit state'
Social,585474378017722368,'economist turkei media freedom rip'
Politics,585474195246731264,'in let demand ambiti legisl put stop conflictminer'
Technology,585474123708702720,'offic  privaci featur meet high standard privaci set author direct'
Social,583615205378240513,'europeanchampionscup quarterfin centr stage thi weekend rugbyunion'
Economy,583615163544248320,'togeth union member account world import export'
Social,583615147484262400,'randomli gener buzzword bingo card leadersdeb here plai friend'
Politics,583614876838428672,'here some background inform about'
Politics,583614864087613441,'nbcnew diplomaci until dawn kerri zarif burn midnight oil unit state iran leader'
Politics,583614823956488193,'tyonew diplomaci until dawn kerri zarif burn midnight oil unit state iran le new'
Economy,583614257343770624,'ethiopia increas assist ethiopia addi ababa wic decid'
Economy,583614254646833153,'increas assist ethiopia addi ababa wic d'
Social,583612512291131392,'countdown start announc eupl winner togeth'
Social,583612263422103552,'int partner promot protect right older women in tanzania eyd'
Economy,583611806431649794,'like impos place limit us'
Social,583611752308285441,'ruckm gloucest v connacht gloucest face connacht in rugbi challeng cup quarterfina'
Social,583611749900820480,'gloucest face connacht in rugbi challeng cup quarterfin king'
Economy,583611289664126976,'council stop ecig ban saveecig'
Technology,583610525478592514,'probe googl antitrust alleg wrap up case within few month goog googl googl'
Politics,583610339884998656,'brussel reuter after decad punch abov it weight in britain influenc in wane even'
Social,583610263925948416,'saint have best chanc english club rugbi union champion cup reach quarterfin'
Technology,583610101627396096,'googl face lawsuit prepar follow up it long held beli'
Technology,583610097982541824,'googl face lawsuit prepar follow up it long held belief googl b'
