@RELATION	training4000

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Politics,582994925584654336,'nato chief urges closer eu cooperation'
Politics,582994399031791618,'@labouroutofscot @macklamm @the45storm you and i are nearly in agreement with this one...i would add the european union to that 1/2'
Social,582994062866677760,'european challenge cup at risk of becoming rugbyâ€™s johnstoneâ€™s paint trophy'
Politics,582993278972252160,'foreign ministers from iran and six world powers as well as the european unions foreign policy chief began monday crunch nuclear talks in'
Economy,582993073346510848,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels - european union antitrust regulators...'
Economy,582992410591916032,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulators have askedâ€¦'
Economy,582992362873352192,'#ukraine reuters: eu governments back 1.8 billion euro ukraine loan: european union governments formall...  #world'
Technology,582992014171463683,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement  #cloud'
Politics,582991110202527746,'@gran_in_suffolk @ukip should the united kingdom remain a member of the european union? yes or no. cant rig that.'
Politics,582990898021031937,'uk membership of the european union  via @tutor2u #econ4 #buss4 possible essay?'
Technology,582990838453555200,'\"european union data protection authorities approve amazon web servicesâ€™ data processing agreement\"  #dccloud #feedly'
Social,582990766512873473,'european union film festival inauguration stills!\n'
Politics,582989504627126272,'so greece may casually decide to leave the european union while im there for spring break.'
Politics,582988173006929920,'continuing ban:after annual reviewcouncil of the european union maintains proscription of #ltte as #terrorist orgn'
Politics,582987678045446144,'2 euro (2013) greece (european union)! commemorating founding of platonic academ'
Politics,582987537712435200,'i do not believe the european union lies who come to you. i hope you have the expulsion of german because it covered up the truth ...'
Politics,582987287983628289,'i do not believe the european union lies who come to you. i hope you have the expulsion of german because it covered up the truth i'
Technology,582986672289136640,'#xc0resecurity aws gets eu approval for data replication outside of europe: the european union ...  #cybersecurity'
Economy,582986501157326848,'eu regulators query luxembourg on mcdonalds tax avoidance claims: source: european union antitrust regulators haveâ€¦'
Technology,582986499546877953,'â€œ@werner: european union data protection authorities approve aws data processing agreement  #awsâ€¿ @pwc_uk'
Economy,582986131207262208,'by 2040 africaâ€™s total relative power is forecast to surpass that of the declining european union a'
Politics,582985793926483968,'the european union committee of the house of lords has accused the uk government of attempting to â€œburyâ€¿ the resulâ€¦'
Economy,582985702767509504,'brussels march 31 (reuters) - european union antitrust regulators have asked luxembourg for information on its taxâ€¦'
Politics,582985664884527104,'2 euro (2013) greece (european union)! commemorating founding of platonic academ'
Politics,582985479039119361,'dont think #geopolitics is back: for what exaktly mr #koenders ? renewing promise:  #governmentnl  #cameron #spd #cdu'
Politics,582985417005359104,'2 euro (2013) greece (european union)! commemorating founding of platonic academ'
Social,582985235303792640,'media - the media programme of the european union'
Politics,582985107985850368,'#askukip why do you want to pull out of the european union even though this will effect trade for the country and slow down recovery'
Politics,582984962804170752,'poll: do you think the uk should leave the european union?'
Politics,582984329531404289,'@britinfluence @jude_kd @paulbrannenne  sorry to be a grammar nazi but you wrote \"european union\" instead of nato. youre welcome. xx'
Economy,582984228385640448,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulators have asked...'
Politics,582983462157684736,'the european union committee of the house of lords has accused the uk government of attempâ€¦'
Politics,582982998641008640,'the european union committee of the house of lords has accused the uk government of attempting to â€œburyâ€¿ the results of a report on the ukâ€¦'
Technology,582982787092889601,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Politics,582982681836797954,'sergii chernov: the european union integration is the goal of decentralization in ukraine'
Politics,582982586475102209,'to the european union the united nations and all other organizations not of this united states of america\ndont need your advice;-)'
Politics,582982379876323330,'#askukip why do you feel the need to get out of the european union is so important ?'
Politics,582981947510636546,'great update from @tutor2u_econ on the + & - of uk membership of eu'
Politics,582981946323636224,'great update from @tutor2u_econ on the + & - of uk membership of eu'
Politics,582981895358660609,'opinion cuba and the european union â€“ the thaw begins: in this column joaqu?n roy jean monnet professor of e...'
Technology,582981463458639873,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Social,582981108960202754,'european union | head of an eu-backed anti-corruption watchdog has been detained in romania suspected of corruption'
Economy,582981021584478209,'european union - italy 20 euro 2002 ( prefix s - j020e1 ) unc banknote'
Economy,582981015926362113,'european union - slovenia 20 euro 2002 ( p 10h - prefix h - e004f4) unc banknote'
Politics,582980944317034498,'the european union committee of the house of lords has accused the uk government of attempting to â€œâ€¦'
Technology,582980909122646016,'innovative smart grids central to energy union - energy - european commission | @scoopit via @mac_europa'
Economy,582980755007098880,'eu regulators query luxembourg on mcdonalds tax avoidance claims: source: european union antitrust regulators haveâ€¦'
Politics,582980326139527169,'[march 31 2015 at 08:41pm] the european union committee of the house of lords has accused the uk government of atâ€¦'
Economy,582980218144583680,'european union - italy 20 euro 2002 ( prefix s - j020e1 ) unc banknote'
Economy,582980207302352896,'european union - slovenia 20 euro 2002 ( p 10h - prefix h - e004f4) unc banknote'
Economy,582980140734550016,'european union - italy 20 euro 2002 ( prefix s - j020e1 ) unc banknote'
Economy,582979999982100480,'european union - italy 20 euro 2002 ( prefix s - j020e1 ) unc banknote'
Economy,582979987663380480,'#ukrainenews ukraine eu council approves 18 billion euro loan to ukraine: european union...  #newsukraine kharkov'
Economy,582979986673520640,'#ukrainenews ukraine eu council approves 18 billion euro loan to ukraine: european union...  #newsukraine kharkov'
Economy,582979968273121280,'european union - slovenia 20 euro 2002 ( p 10h - prefix h - e004f4) unc banknote'
Politics,582979914242134017,'the european union committee of the house of lords has accused the uk government of attempting to â€œburyâ€¿ the resulâ€¦'
Social,582979417917493248,'the european union china and russia have decided certain drugs have no place in agriculture. why do u.s. farmers...'
Social,582978958746079232,'european union welcomes kingdom of saudi arabias announcement to meet with all yemeni parties: the european un...'
Economy,582978786557329408,'european union - italy 10 euro 2014 ( prefix sd - s002b3) unc brand new'
Politics,582978681347375104,'3novices:ukâ€™s election campaign bodes ill for the eu \n\nthe european union is featuring prominently in the opening râ€¦'
Politics,582978584060526592,'the european union committee of the house of lords has accused the uk government of attempting to â€œburyâ€¿ the results of a report on the ukâ€¦'
Politics,582978236319141888,'the european union committee of the house of lords has accused the uk government of attempâ€¦'
Economy,582978153334882304,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978144904314880,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978141490122752,'brussels (reuters) - european union antitrust regulators have asked luxembourg for information on its tax rulings for mcdonalds afte...'
Economy,582978141444026368,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978139460108288,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978136561836032,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978134586314752,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978132736651265,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978127787347969,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978125719597056,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978123844730880,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978121437200385,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978117737779201,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978112209756160,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978109458235392,'#business eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulators ...'
Economy,582978102403420162,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union anti...  #news'
Economy,582978101900140544,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulat...  #breakingnews'
Economy,582978095541522432,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978085324218368,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978083034128385,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978079796146176,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978076910493697,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978068136005632,'brussels (reuters) - european union antitrust regulators have asked luxembourg for information on its tax ruli...'
Economy,582978063761309699,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978062075203585,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978060456202240,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrus...'
Economy,582978050880638976,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union ant...  #study'
Economy,582978048875728897,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulators have asked...'
Economy,582978046661148672,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978039262380032,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulators have asked...'
Economy,582978033319047169,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978031653953538,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978029472845825,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978027681910785,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978019817615361,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978017909182464,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978005410193408,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust regulators have asked l...'
Economy,582978005108158468,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582978001861767168,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust regulators have asked l...'
Economy,582977999416492032,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582977994882486276,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582977989127860224,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Economy,582977987101982720,'eu regulators query luxembourg on mcdonalds tax deals: source: brussels (reuters) - european union antitrust ...'
Social,582977790527594498,'@rosietriveter @melissarathert the pills are approved by the european union and they are like 22 â‚¬ for half year. if it helps...'
Economy,582977474218323968,'synopsis | the european union and east asia: an economic relationship'
Economy,582977470418325504,'european union governments back 1.8 billion euro ukraine loanword'
Politics,582977469638148096,'synopsis | political representation and legitimacy in the european union'
Politics,582977464466575360,'synopsis | the european union: structure and process by clive archer'
Economy,582977459555049473,'synopsis | the euro: european integration theory and economic and monetary union'
Politics,582977454148550658,'synopsis | italy in the european union by andras baneth'
Social,582977449048297474,'synopsis | understanding european union law by karen davies'
Economy,582977257393790976,'#biztrend eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulators ...'
Economy,582977255439233024,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrust regulators have asked...'
Economy,582977248623505408,'eu regulators query luxembourg on mcdonalds tax deals: source: european union antitrus...'
Economy,582976819558748160,'brussels (reuters) - european union antitrust regulators have asked luxembourg for more information on its tax rulings on mcdonalds ...'
Economy,582976705771532288,'#cmcg brussels (reuters) - european union antitrust regulators have asked luxembourg for more i...  #californiamcg'
Economy,582976670816169985,'@accionempresa brussels (reuters) - european union antitrust regulators have asked luxembour...  @gerenciatodos â®'
Economy,582976665862729728,'@accionempresa brussels (reuters) - european union antitrust regulators have asked luxembour...  @gerenciatodos â®'
Economy,582976660909223936,'@accionempresa brussels (reuters) - european union antitrust regulators have asked luxembour...  @gerenciatodos â®'
Economy,582976650343747584,'@accionempresa brussels (reuters) - european union antitrust regulators have asked luxembour...  @gerenciatodos â®'
Politics,582976646761869312,'the european union committee of the house of lords has accused the uk government of attempting to â€œburyâ€¿ the resulâ€¦'
Politics,582976532441919489,'the european union committee of the house of lords has accused the uk government of attempting to â€œburyâ€¿ the resulâ€¦'
Politics,582976232096169984,'the european union committee of the house of lords has accused the uk government of attempting to â€œburyâ€¿ the resultâ€¦'
Politics,582976120406073344,'poll: do you think the uk should leave the european union?'
Social,582976097798742018,'i sending regularly from uk to czech republic but @ups is first company who wants make customs import on parcel w/in european union...!!!'
Social,582975651357032448,'european judo union and french judo federation are going to feel vindicated. remember they were the ones who said mma lacks certain values.'
Economy,582975424784916480,'@marcvidal: euro zone deflation eases as unemployment drops  @europe_ @european_union @ecb'
Economy,582974714857054208,'eu regulators query luxembourg on mcdonalds tax avoidance claims: source \n\neuropean union antitrust regulators havâ€¦'
Technology,582974553263063040,'northern ireland horizon 2020 strategy the european unionâ€™s â‚¬79 billion flagship research and innovation...'
Politics,582973872594677760,'poll: do you think the uk should leave the european union?'
Social,582973733121458178,'the heart of the matter: assessing credibility when children apply for asylum in the european union  via @colinyeo1'
Politics,582973336755503104,'kremlin spokesman dmitry peskov said on tuesday russia was not seeking to buy political influence in the european union member state hungarâ€¦'
Politics,582973320976572416,'kremlin spokesman dmitry peskov said on tuesday russia was not seeking to buy political influence in the european union member state hungarâ€¦'
Technology,582973211794620416,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Technology,582973175560036353,'social media news: a new study that looked into facebookâ€™s privacy practices in the european union reveals thatâ€¦'
Social,582972800006275072,'mixed opinions on #u-multirank by elizabeth redden via'
Politics,582972758151294976,'opportunities from end of milk quotas: the end of the european union (eu) milk quota regime today will bring...'
Technology,582972487627096064,'aws gets eu approval for data replication outside of europe: the european union data protection authorities ha...'
Economy,582972417674493953,'3novices:eu regulators query luxembourg on mcdonalds tax avoidance claims: source  european union antitrust regulaâ€¦'
Politics,582971263162970112,'european union welcomes kingdom of saudi arabias announcement to meet with all yemeni parties: the european un...'
Politics,582971261774626816,'opinion cuba and the european union â€“ the thaw begins: in this column joaqu?n roy jean monnet professor of e...'
Economy,582971259455168513,'eu lawmakers back plan to end overfishing in the baltic sea: &lt;br&gt;european union lawmakers backed on tues...'
Politics,582970892399063040,'1. the european unionâ€™s six constitutional treaties build a three tier politburo dictatorship.\n'
Politics,582970734353469440,'poll: do you think the uk should leave the european union?'
Economy,582970321143201793,'council of the european union: ban the sale of shark fins  via @ukchange'
Social,582968974545162241,'european challenge cup at risk of becoming rugbyâ€™s johnstoneâ€™s paint trophy'
Social,582966652742070274,'fdc green no. 3 - known carcinogen - banned in the european union - why is this ok here???!!!   via @sharethis'
Economy,582966230828605440,'the european union was purely prudential; it was good for business ~ george friedman'
Politics,582966009700708353,'poll: do you think the uk should leave the european union?'
Politics,582965748844351489,'up to date news from the european union eu parliament eu matters and eu entrepreneurs:  /collected via analyticus'
Social,582965243418185728,'european challenge cup at risk of becoming rugbyâ€™s johnstoneâ€™s paint trophy'
Social,582964815016099841,'#europeanunion film festival inauguration stills\n\nmore stills'
Economy,582964619276324864,'european union interested in enabling people to help build stronger economies?\n\nwould they use no #austerity site  ?'
Social,582964263196704768,'\"england stars will shine @mike7ford \" -   via @skysports'
Social,582964173740642305,'also scrimmage european union please babes thanks m9'
Social,582963376646668288,'dairy farmers in european union protest milk quotas removal'
Politics,582963205208727552,'poll: do you think the uk should leave the european union? \n\n#ukip'
Politics,582962510644543488,'ecb executive warns over \"weakened\" european union on'
Social,582961968966950913,'synopsis | the european union and its order by andras baneth'
Politics,582961964323880960,'synopsis | the political system of the european union by simon hix'
Social,582961959395565568,'synopsis | implementing european union education and training policy'
Social,582961954542755841,'synopsis | politics and economics in the history of the european union'
Social,582961949710917632,'synopsis | judicial application of european union law in post-communist countries'
Politics,582961945323692032,'synopsis | decision-making in the european union by john peterson'
Politics,582961940676345856,'synopsis | political representation in the european union by andras baneth'
Politics,582961936154943488,'synopsis | unveiling the council of the european union by andras baneth'
Politics,582961931557949441,'synopsis | the development policy of the european union by martin holland'
Economy,582961148049399810,'european union governments back 1.8 billion euro ukraine loanword'
Social,582960561773780993,'in the european union sick children are crowded into the corridors of hospitals @bbcmundo @cnn @rt_com @telesurtv'
Social,582960554026921985,'european union film festival inauguration stills!\n'
Social,582960526063476737,'our mooc is on the portal of the european commission for open education!! \nwith a short interview to the...'
Politics,582959690256121856,'the people who have to write european union policy documents have my utmost sympathy. just read half of one document and wanted to die.'
Social,582959510656008192,'@openeducationeu thanx 4 advertising our mooc \"the eu and global governance\"!'
Economy,582959024729116672,'#breakingnews ukraine: council approves â‚¬1.8bn in loans (council of the european union): (source: council of t...'
Politics,582958880776388608,'redscarebot: wha wha what? narinsaliha topic communism tak cover lagi. european union pon. genocide pun. agh.'
Technology,582958457298522112,'european union data protection authorities approve amazon web services data processing agreement  #aws'
Economy,582958140011986944,'#syria #tcot syria aid pledges top $2 billion as donors meet: the european union and other d...  #islam #terrorism'
Politics,582957361297539073,'topic communism tak cover lagi. european union pon. genocide pun. agh.'
Economy,582957198839533569,'ukraine: council approves â‚¬1.8bn in loans (council of the european union)'
Social,582956641571717121,'...  #albania-denmark #associations #espnbuzz #european #football #head-to-head #qualifiers #uefa #union'
Economy,582954957722226688,'@kazonomics @dj_erock23 @tradesace european union just approved that companys can patent vegetables. we dont live in an open system/world.'
Economy,582954497166675968,'bosnias national parliament on tuesday voted in a long-awaited central cabinet that the european union expects to pursue economic reforms â€¦'
Economy,582954475427635201,'bosnias national parliament on tuesday voted in a long-awaited central cabinet that the european union expects to pursue economic reforms â€¦'
Politics,582954455781412864,'project syndicate: europe ditches ukraine as it seeks to save greece: the european union isâ€¦'
Politics,582954314424934400,'i help establish european union and im disagree with agreement with iran we near war with iran and they near go under nuclear gun defend so'
Politics,582953888111788032,'@stegrieve for good or ill the problem i have with european political union is the fact ive never had a say in our membership.'
Politics,582953666765815808,'its official: nigeria is no longer an african state! they should as well join the european union ?????. the incumbent has conceded defeat!'
Social,582953502688808961,'british #fundamentalist sets #fire to flag of #european union. but he forgot about the #eu safety rules...'
Technology,582953419792629760,'european union data protection authorities approve #amazon web services data processing agreement  #aws'
Politics,582953307620020225,'welcome to the european union of the white rich'
Economy,582951835369000960,'reuters: eu governments back 1.8 billion euro ukraine loan: european union governments formally appro...  #ukraine'
Technology,582951758625947648,'european union data protection authorities approve aws data processing agreement  #aws'
Economy,582951758109917184,'eu governments back 1.8 billion euro ukraine loan - brussels (reuters) - european union governments formally...'
Economy,582951580636356610,'watch @cbussiscities @keglerglobal & @columbus2020 in a convo about trade b/t the us & european union  via @youtube'
Economy,582951527528157184,'#reuters eu governments back 1.8 billion euro ukraine loan - brussels (reuters) - european union governments forma...'
Economy,582951477490159618,'eu governments back 1.8 billion euro ukraine loan - brussels (reuters) - european union governments formally appro...'
Politics,582951212657577985,'the president of the european union donald tusk confirmed that the union along with the un rule out any...'
Social,582951163756044288,'[totallycoolpix] cleaning up shipbreaking: the european union plans to impose strict new rule...  #foto #reportaje'
Social,582951161944104960,'totallycoolpix: cleaning up shipbreaking: the european union plans to impose strict new rules on how companies...'
Economy,582951110798782465,'eu governments back 1.8 billion euro ukraine loan - brussels (reuters) - european union governments formally...'
Social,582950522451292160,'3novices:the benefits of going to work \n\neuropean union citizens who move to another member state are not entitled â€¦'
Economy,582950483645501442,'greece fails to reach deal on reforms with european union and imf. #greece #grexit'
Economy,582949877740478464,'gcsci--part of the conversation:european uniontrading partner friend: ttip:  via @youtube #ecodev #siscities #trade'
Economy,582949501926703104,'2 @ckolacia the german government should spend more money to help itself & its neighbors in the european union. this would also help us.'
Technology,582948792380612608,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Economy,582948620065849344,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formallyâ€¦'
Economy,582948292763328512,'#solar #energy in the european union #eu\n'
Politics,582948282894295041,'european union walks a tightrope with ukraine and greece'
Technology,582947887786541056,'facebook tracks all users including ones who have logged-out or not registered for ...  #tech #technews #technology'
Technology,582947880534700033,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement  #aws'
Economy,582947001228218368,'european union governments back 1.8 billion euro ukraine loanword'
Economy,582946784902713344,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governmentsâ€¦  #skibabs360'
Technology,582946761729163264,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Technology,582946569969881088,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement  #thecloudbook'
Politics,582946404798062592,'synopsis | the european union after lisbon: polity politics policy'
Politics,582946400507277312,'creative european style union flag wooden tissue b'
Politics,582946396321423360,'synopsis | the enlargement of the european union by andras baneth'
Social,582946392265506816,'synopsis | changes and continuities of the european union social policy'
Economy,582946176401428480,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946162660896768,'#anonhqnews eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments...'
Economy,582946148618350592,'#news eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union govern...  #worldnews'
Economy,582946141215461376,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946134953324544,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946127109976064,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946111108706304,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946094667051010,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946087180181504,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946075457105921,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946061154578433,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946054716325888,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946048290594817,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946042728988673,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582946028405428224,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Economy,582945836511858688,'eu governments back 1.8 billion euro ukraine loan: brussels (reuters) - european union governments formally ap...'
Politics,582945284046503936,'norway lobbies britain to stay in european union  #davidcameron'
Technology,582945214270087169,'aws gets eu approval for data replication outside of europe: the european union data protection authorities ha...'
Social,582944937869762560,'the dhkp-c is considered a terrorist organization by the united states turkey and the european union. #unitedstates'
Social,582944937018302465,'the dhkp-c is considered a terrorist organization by the united states turkey and the european union. #unitedstates'
Politics,582944582675111936,'#6: transnational politics of the environment: the european union and environmental policy in central and eastern â€¦'
Technology,582944353724833792,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Technology,582944289832992768,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Social,582944220417114112,'#awards #europeanunionfilmfestival 2015 european union film festival stills'
Social,582943609197998081,'fundamental rights in the european union: the role of the charter after the lisbon treaty'
Social,582943523906969600,'european challenge cup at risk of becoming rugbyâ€™s johnstoneâ€™s paint trophy'
Social,582943519121088513,'perpetrators of poll violence â€™ll be held accountable says european union (eu): as the world waits for the fi...'
Social,582943512548675584,'perpetrators of poll violence â€™ll be held accountable says european union (eu): as the world waits for the fi...'
Social,582943503145000960,'perpetrators of poll violence â€™ll be held accountable says european union (eu)'
Social,582943321749897217,'helsinn receives positive chmp opinion for akynzeoâ® for chemotherapy induced nausea and vomiting (#cinv) in eu'
Technology,582943301734633472,'european union data protection authorities approve amazon web servicesâ€™ data processing agreement'
Technology,582943023643766784,'aws gets eu approval for data replication outside of europe: the european union data protection authorities ha...'
Politics,582942760258420736,'interesting view from farage on @thesnp as a \"european regionalist\" party and englands \"rotten\" status in the union. ukip rebrand as eip?'
Politics,582942595464212480,'#eu 2014 general report â€“ activities of the european union'
Politics,582942245768269824,'the european union announced that it was broadening its negotiations with montenegro'
Technology,582942232841437184,'retw lexinerus: retw asemun: european union can provide india with advanced technology says joao cravinho - the eâ€¦'
Technology,582942231096614913,'retw lexinerus: retw euunorg: european union can provide india with advanced technology says joao cravinho - the â€¦'
Social,582942002565791744,'rhys patchell to miss cardiff blues european dragons tie'
Technology,582941424339030016,'retw asemun: european union can provide india with advanced technology says joao cravinho - the economic times'
Technology,582941421306527744,'retw euunorg: european union can provide india with advanced technology says joao cravinho - the economic times'
Technology,582941403560353792,'facebook tracks all users including ones who have logged-out or not registered for fb in violation of europea...'
Technology,582941394735538176,'facebook tracks all users including ones who have logged-out or not registered for fb in violati...  #anonnewsbot'
Technology,582941304817987584,'facebook tracks all users including ones who have logged-out or not registered for fb in...'
Social,582941224765497344,'ford: england stars will shine  #rugby'
Technology,582940867507437569,'european union can provide india with advanced technology says joao cravinho - the economic times'
Technology,582940816785604608,'#facebook tracks all users including ones who have logged-out or not registered for #fb inâ€¦'
Technology,582940782417473536,'facebook tracks all including ones who logged-out or not registered. (violation of eu law)'
Technology,582940695117176833,'european union can provide india with advanced technology says joao cravinho - the economic times'
Technology,582940681808695296,'europe politics: smart grids for a smart energy union: european commission - speech - [check a...  feed your soul.'
Social,582940212965281792,'#tags for the european union daily is out!  stories via @margotljparker @ep_development @ep_industry'
Social,582939417196789760,'type 2 #diabetes: chmp recommends empagliflozin/metformin hydrochloride for approval in the european union  #eu'
Economy,582938960244015104,'rare 25th anniversary of the european union eu 50p coinâ€¦  #uk #coincollecting #british #coins'
Social,582936989801938944,'example of igo is european union & example of ingo is green peace organization'
Technology,582936536813015042,'eu commission divided over nation-specific content blocking - jfruh writes in theory the european union is suppos...'
Technology,582936522917351424,'eu commission divided over nation-specific content blocking - jfruh writes in theory the european union is suppos...'
Social,582936401894719488,'perpetrators of poll violence â€™ll be held accountable says european union (eu): as the world waits for the fi...'
Social,582936397926961152,'perpetrators of poll violence â€™ll be held accountable says european union (eu): as the world waits for the fi...'
Social,582936394370146304,'perpetrators of poll violence â€™ll be held accountable says european union (eu): as the world waits for the fi...'
Social,582936359855267840,'new post: european union film festival'
Economy,582936314217148416,'ukip want to trade with eu but not be ruled by it - 75% of our legislation is now made by european union.  #generalelection'
Social,582936268805447681,'eu commission divided over nation-specific content blocking - jfruh writes in theory the european union is suppos...'
Politics,582935932883640320,'nato chief seeks closer cooperation with the european union...'
Politics,582935932657090560,'nato chief seeks closer cooperation with the european union'
Economy,582935921802121217,'athens (reuters) - greece failed to reach an initial deal with the european union and the imf to unlock aid after the creditors dismi...'
Politics,582935616637259776,'do you agree with nick clegg? would leaving the european union would be an act of economic \"self harm\"?'
Social,582935230627053568,'\"suicide bombings and are on the us european union and turkish terrorist black lists.\"'
Social,582934990020808704,'rhys patchell to miss cardiff blues european dragons tie'
Social,582934696612405248,'european union film festival inauguration stills'
Social,582934418521722880,'was answered my opinion on the european union by some students'
Social,582934395390173184,'bath coach mike ford urges stars to shine against leinster in european champions cup'
Economy,582934165974224898,'seal #meat from canada produced by #inuit communities could soon be sold in the european union  -'
